# Student number: r0827913
# Iteration, Elapsed time, Mean value, Best value, Cycle
0,0.20345592498779297,97646.54707778266,77800.13890193088,17,24,16,19,15,14,27,18,1,6,25,13,26,3,0,2,8,4,7,11,12,5,10,9,20,22,21,23,28,
1,0.4368314743041992,89119.71619642746,72751.67055666141,17,9,0,15,16,8,10,7,2,3,1,4,5,11,18,28,6,21,12,13,25,22,20,24,19,23,26,27,14,
2,0.6763169765472412,82352.83469486797,63580.96911942331,19,14,27,25,12,15,16,22,18,3,8,11,5,9,20,21,28,17,2,7,6,1,0,10,4,13,26,23,24,
3,0.8614447116851807,76909.2260803995,63580.96911942331,19,14,27,25,12,15,16,22,18,3,8,11,5,9,20,21,28,17,2,7,6,1,0,10,4,13,26,23,24,
4,1.0868875980377197,72014.00092384109,61928.03999320031,15,25,20,22,21,24,27,17,28,12,11,2,4,7,8,9,3,5,6,13,16,26,23,1,0,10,14,18,19,
5,1.2719247341156006,68116.18367372594,55839.5405056687,2,8,4,7,10,9,20,21,16,18,5,1,0,14,28,17,13,26,23,24,19,27,25,12,15,22,11,6,3,
6,1.4783661365509033,64554.973298797195,55778.73069117003,2,8,4,7,9,20,21,16,18,5,1,0,10,14,28,17,13,26,23,24,19,27,25,12,15,22,11,6,3,
7,1.6933138370513916,61902.33753335758,52828.00075614479,19,27,13,16,1,0,8,4,5,10,9,20,22,14,18,21,28,17,2,7,6,3,11,12,25,15,24,23,26,
8,1.8788185119628906,59459.38253306059,52828.00075614479,19,27,13,16,1,0,8,4,5,10,9,20,22,14,18,21,28,17,2,7,6,3,11,12,25,15,24,23,26,
9,2.047105312347412,56845.223207568684,50896.71786389949,27,13,16,15,8,1,0,4,5,10,9,20,22,14,18,21,28,17,2,7,6,3,11,12,25,24,23,26,19,
10,2.228891134262085,54903.11821561168,50492.64956449196,27,13,16,1,0,2,8,4,5,10,9,20,22,14,18,21,28,17,11,7,6,3,12,25,15,24,23,26,19,
11,2.4099345207214355,53513.677682883346,49761.12681822973,7,5,10,9,22,20,13,17,12,23,24,26,27,14,18,21,28,25,15,19,16,6,3,2,8,11,1,0,4,
12,2.579491138458252,52038.14351505568,44996.593024062924,28,14,11,8,6,2,3,1,0,4,7,5,10,9,20,22,21,25,18,12,15,24,23,26,19,27,13,16,17,
13,2.7460482120513916,50938.262352102385,44166.98163160152,7,9,5,1,0,10,13,25,26,23,24,17,22,14,18,21,27,16,28,20,19,15,12,11,6,3,2,8,4,
14,2.909804105758667,49818.96731636026,43235.793931244676,23,24,26,25,19,27,22,1,0,5,10,9,20,21,28,14,18,12,11,8,6,2,4,3,7,13,16,17,15,
15,3.105482339859009,48425.660896500885,43235.793931244676,23,24,26,25,19,27,22,1,0,5,10,9,20,21,28,14,18,12,11,8,6,2,4,3,7,13,16,17,15,
16,3.2943975925445557,46596.544032491714,42984.0470305741,5,1,0,10,13,25,26,23,24,17,22,14,18,21,27,16,28,20,19,15,12,11,4,3,6,2,8,7,9,
17,3.4685261249542236,44753.37155400258,41601.12636989011,18,12,11,8,6,2,3,1,0,4,7,5,10,9,20,22,21,25,13,16,17,15,23,24,26,19,27,28,14,
18,3.6398136615753174,43969.6395227139,41601.12636989011,18,12,11,8,6,2,3,1,0,4,7,5,10,9,20,22,21,25,13,16,17,15,23,24,26,19,27,28,14,
19,3.8100533485412598,43414.24042401279,39251.11811121918,11,8,6,2,3,4,7,1,0,5,10,9,20,21,28,22,27,16,19,15,12,13,25,26,23,24,17,18,14,
20,4.00408935546875,42703.31328994122,38535.62662773369,9,11,12,15,23,24,26,27,14,18,13,16,28,20,22,21,17,19,25,8,6,2,4,3,7,1,0,5,10,
21,4.2165207862854,42123.818657998345,38535.62662773369,9,11,12,15,23,24,26,27,14,18,13,16,28,20,22,21,17,19,25,8,6,2,4,3,7,1,0,5,10,
22,4.433961391448975,41351.565582091425,38000.9096237194,7,8,6,2,3,4,1,0,5,10,9,20,21,28,22,27,16,19,15,12,13,25,26,23,24,17,18,14,11,
23,4.63043475151062,40534.23082822142,38000.9096237194,7,8,6,2,3,4,1,0,5,10,9,20,21,28,22,27,16,19,15,12,13,25,26,23,24,17,18,14,11,
24,4.817436695098877,39266.499688572585,35545.791432724945,8,6,2,3,4,7,1,0,5,10,9,12,20,22,21,25,13,16,15,23,24,26,19,27,28,17,18,14,11,
25,5.030859470367432,38532.93115359251,35172.8824741702,12,8,6,2,3,4,7,1,0,5,10,9,20,21,22,25,13,16,15,23,24,26,19,27,28,17,18,14,11,
26,5.243290901184082,37958.526917176154,35172.8824741702,12,8,6,2,3,4,7,1,0,5,10,9,20,21,22,25,13,16,15,23,24,26,19,27,28,17,18,14,11,
